Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,16.0,8.0,0.0,2.5,5.5,4.0
OB,-16.0,0.0,-8.0,-16.0,-13.5,-10.5,-12.0
롯데,-8.0,8.0,0.0,-8.0,-5.5,-2.5,-4.0
빙그레,0.0,16.0,8.0,0.0,2.5,5.5,4.0
삼성,-2.5,13.5,5.5,-2.5,0.0,3.0,1.5
태평양,-5.5,10.5,2.5,-5.5,-3.0,0.0,-1.5
해태,-4.0,12.0,4.0,-4.0,-1.5,1.5,0.0
