Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-14.0,-1.5,14.5,-10.0,-22.0,3.5,4.0,2.0
LG,2.0,0.0,-12.0,0.5,16.5,-8.0,-20.0,5.5,6.0,4.0
NC,14.0,12.0,0.0,12.5,28.5,4.0,-8.0,17.5,18.0,16.0
SK,1.5,-0.5,-12.5,0.0,16.0,-8.5,-20.5,5.0,5.5,3.5
kt,-14.5,-16.5,-28.5,-16.0,0.0,-24.5,-36.5,-11.0,-10.5,-12.5
넥센,10.0,8.0,-4.0,8.5,24.5,0.0,-12.0,13.5,14.0,12.0
두산,22.0,20.0,8.0,20.5,36.5,12.0,0.0,25.5,26.0,24.0
롯데,-3.5,-5.5,-17.5,-5.0,11.0,-13.5,-25.5,0.0,0.5,-1.5
삼성,-4.0,-6.0,-18.0,-5.5,10.5,-14.0,-26.0,-0.5,0.0,-2.0
한화,-2.0,-4.0,-16.0,-3.5,12.5,-12.0,-24.0,1.5,2.0,0.0
