Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,-13.0,2.0,15.0,-5.5,-10.0,2.0,-14.0,-1.0
LG,-4.5,0.0,-17.5,-2.5,10.5,-10.0,-14.5,-2.5,-18.5,-5.5
NC,13.0,17.5,0.0,15.0,28.0,7.5,3.0,15.0,-1.0,12.0
SK,-2.0,2.5,-15.0,0.0,13.0,-7.5,-12.0,0.0,-16.0,-3.0
kt,-15.0,-10.5,-28.0,-13.0,0.0,-20.5,-25.0,-13.0,-29.0,-16.0
넥센,5.5,10.0,-7.5,7.5,20.5,0.0,-4.5,7.5,-8.5,4.5
두산,10.0,14.5,-3.0,12.0,25.0,4.5,0.0,12.0,-4.0,9.0
롯데,-2.0,2.5,-15.0,0.0,13.0,-7.5,-12.0,0.0,-16.0,-3.0
삼성,14.0,18.5,1.0,16.0,29.0,8.5,4.0,16.0,0.0,13.0
한화,1.0,5.5,-12.0,3.0,16.0,-4.5,-9.0,3.0,-13.0,0.0
