Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-14.0,-0.5,14.5,-9.0,-22.0,3.5,5.0,3.0
LG,2.0,0.0,-12.0,1.5,16.5,-7.0,-20.0,5.5,7.0,5.0
NC,14.0,12.0,0.0,13.5,28.5,5.0,-8.0,17.5,19.0,17.0
SK,0.5,-1.5,-13.5,0.0,15.0,-8.5,-21.5,4.0,5.5,3.5
kt,-14.5,-16.5,-28.5,-15.0,0.0,-23.5,-36.5,-11.0,-9.5,-11.5
넥센,9.0,7.0,-5.0,8.5,23.5,0.0,-13.0,12.5,14.0,12.0
두산,22.0,20.0,8.0,21.5,36.5,13.0,0.0,25.5,27.0,25.0
롯데,-3.5,-5.5,-17.5,-4.0,11.0,-12.5,-25.5,0.0,1.5,-0.5
삼성,-5.0,-7.0,-19.0,-5.5,9.5,-14.0,-27.0,-1.5,0.0,-2.0
한화,-3.0,-5.0,-17.0,-3.5,11.5,-12.0,-25.0,0.5,2.0,0.0
