Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,0.5,5.5,10.0,25.5,21.5,17.0,10.0
OB,-0.5,0.0,5.0,9.5,25.0,21.0,16.5,9.5
롯데,-5.5,-5.0,0.0,4.5,20.0,16.0,11.5,4.5
삼성,-10.0,-9.5,-4.5,0.0,15.5,11.5,7.0,0.0
쌍방울,-25.5,-25.0,-20.0,-15.5,0.0,-4.0,-8.5,-15.5
태평양,-21.5,-21.0,-16.0,-11.5,4.0,0.0,-4.5,-11.5
한화,-17.0,-16.5,-11.5,-7.0,8.5,4.5,0.0,-7.0
해태,-10.0,-9.5,-4.5,0.0,15.5,11.5,7.0,0.0
