Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,7.5,13.0,7.5,34.0,1.0,14.0,6.0
LG,-7.5,0.0,5.5,0.0,26.5,-6.5,6.5,-1.5
SK,-13.0,-5.5,0.0,-5.5,21.0,-12.0,1.0,-7.0
두산,-7.5,0.0,5.5,0.0,26.5,-6.5,6.5,-1.5
롯데,-34.0,-26.5,-21.0,-26.5,0.0,-33.0,-20.0,-28.0
삼성,-1.0,6.5,12.0,6.5,33.0,0.0,13.0,5.0
한화,-14.0,-6.5,-1.0,-6.5,20.0,-13.0,0.0,-8.0
현대,-6.0,1.5,7.0,1.5,28.0,-5.0,8.0,0.0
