Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-12.5,-0.5,10.5,-9.0,-17.0,4.5,5.0,4.0
LG,0.0,0.0,-12.5,-0.5,10.5,-9.0,-17.0,4.5,5.0,4.0
NC,12.5,12.5,0.0,12.0,23.0,3.5,-4.5,17.0,17.5,16.5
SK,0.5,0.5,-12.0,0.0,11.0,-8.5,-16.5,5.0,5.5,4.5
kt,-10.5,-10.5,-23.0,-11.0,0.0,-19.5,-27.5,-6.0,-5.5,-6.5
넥센,9.0,9.0,-3.5,8.5,19.5,0.0,-8.0,13.5,14.0,13.0
두산,17.0,17.0,4.5,16.5,27.5,8.0,0.0,21.5,22.0,21.0
롯데,-4.5,-4.5,-17.0,-5.0,6.0,-13.5,-21.5,0.0,0.5,-0.5
삼성,-5.0,-5.0,-17.5,-5.5,5.5,-14.0,-22.0,-0.5,0.0,-1.0
한화,-4.0,-4.0,-16.5,-4.5,6.5,-13.0,-21.0,0.5,1.0,0.0
