Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,1.0,-0.5,-3.5,9.0,-9.0,1.0,-8.5
LG,-1.0,0.0,-1.5,-4.5,8.0,-10.0,0.0,-9.5
SK,0.5,1.5,0.0,-3.0,9.5,-8.5,1.5,-8.0
두산,3.5,4.5,3.0,0.0,12.5,-5.5,4.5,-5.0
롯데,-9.0,-8.0,-9.5,-12.5,0.0,-18.0,-8.0,-17.5
삼성,9.0,10.0,8.5,5.5,18.0,0.0,10.0,0.5
한화,-1.0,0.0,-1.5,-4.5,8.0,-10.0,0.0,-9.5
현대,8.5,9.5,8.0,5.0,17.5,-0.5,9.5,0.0
