Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,8.5,-5.0,-17.0,-13.0,4.0,1.5,-21.0
OB,-8.5,0.0,-13.5,-25.5,-21.5,-4.5,-7.0,-29.5
롯데,5.0,13.5,0.0,-12.0,-8.0,9.0,6.5,-16.0
빙그레,17.0,25.5,12.0,0.0,4.0,21.0,18.5,-4.0
삼성,13.0,21.5,8.0,-4.0,0.0,17.0,14.5,-8.0
쌍방울,-4.0,4.5,-9.0,-21.0,-17.0,0.0,-2.5,-25.0
태평양,-1.5,7.0,-6.5,-18.5,-14.5,2.5,0.0,-22.5
해태,21.0,29.5,16.0,4.0,8.0,25.0,22.5,0.0
