Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,6.0,13.5,5.0,9.5,14.5,3.5,12.5
OB,-6.0,0.0,7.5,-1.0,3.5,8.5,-2.5,6.5
롯데,-13.5,-7.5,0.0,-8.5,-4.0,1.0,-10.0,-1.0
삼성,-5.0,1.0,8.5,0.0,4.5,9.5,-1.5,7.5
쌍방울,-9.5,-3.5,4.0,-4.5,0.0,5.0,-6.0,3.0
한화,-14.5,-8.5,-1.0,-9.5,-5.0,0.0,-11.0,-2.0
해태,-3.5,2.5,10.0,1.5,6.0,11.0,0.0,9.0
현대,-12.5,-6.5,1.0,-7.5,-3.0,2.0,-9.0,0.0
