Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.0,0.5,0.0,14.0,7.0,8.0,4.5
두산,-3.0,0.0,-2.5,-3.0,11.0,4.0,5.0,1.5
롯데,-0.5,2.5,0.0,-0.5,13.5,6.5,7.5,4.0
삼성,0.0,3.0,0.5,0.0,14.0,7.0,8.0,4.5
쌍방울,-14.0,-11.0,-13.5,-14.0,0.0,-7.0,-6.0,-9.5
한화,-7.0,-4.0,-6.5,-7.0,7.0,0.0,1.0,-2.5
해태,-8.0,-5.0,-7.5,-8.0,6.0,-1.0,0.0,-3.5
현대,-4.5,-1.5,-4.0,-4.5,9.5,2.5,3.5,0.0
