Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-21.5,-1.5,-11.0,-20.5,-20.0,-15.5,-23.5,10.0
LG,21.5,0.0,20.0,10.5,1.0,1.5,6.0,-2.0,31.5
NC,1.5,-20.0,0.0,-9.5,-19.0,-18.5,-14.0,-22.0,11.5
SK,11.0,-10.5,9.5,0.0,-9.5,-9.0,-4.5,-12.5,21.0
넥센,20.5,-1.0,19.0,9.5,0.0,0.5,5.0,-3.0,30.5
두산,20.0,-1.5,18.5,9.0,-0.5,0.0,4.5,-3.5,30.0
롯데,15.5,-6.0,14.0,4.5,-5.0,-4.5,0.0,-8.0,25.5
삼성,23.5,2.0,22.0,12.5,3.0,3.5,8.0,0.0,33.5
한화,-10.0,-31.5,-11.5,-21.0,-30.5,-30.0,-25.5,-33.5,0.0
