Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-4.0,-6.0,-2.0,15.5,3.0,3.0,-1.5
두산,4.0,0.0,-2.0,2.0,19.5,7.0,7.0,2.5
롯데,6.0,2.0,0.0,4.0,21.5,9.0,9.0,4.5
삼성,2.0,-2.0,-4.0,0.0,17.5,5.0,5.0,0.5
쌍방울,-15.5,-19.5,-21.5,-17.5,0.0,-12.5,-12.5,-17.0
한화,-3.0,-7.0,-9.0,-5.0,12.5,0.0,0.0,-4.5
해태,-3.0,-7.0,-9.0,-5.0,12.5,0.0,0.0,-4.5
현대,1.5,-2.5,-4.5,-0.5,17.0,4.5,4.5,0.0
