Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-3.0,-16.0,-2.5,-0.5,-6.0,-18.0,-2.5,-2.5,1.0
LG,3.0,0.0,-13.0,0.5,2.5,-3.0,-15.0,0.5,0.5,4.0
NC,16.0,13.0,0.0,13.5,15.5,10.0,-2.0,13.5,13.5,17.0
SK,2.5,-0.5,-13.5,0.0,2.0,-3.5,-15.5,0.0,0.0,3.5
kt,0.5,-2.5,-15.5,-2.0,0.0,-5.5,-17.5,-2.0,-2.0,1.5
넥센,6.0,3.0,-10.0,3.5,5.5,0.0,-12.0,3.5,3.5,7.0
두산,18.0,15.0,2.0,15.5,17.5,12.0,0.0,15.5,15.5,19.0
롯데,2.5,-0.5,-13.5,0.0,2.0,-3.5,-15.5,0.0,0.0,3.5
삼성,2.5,-0.5,-13.5,0.0,2.0,-3.5,-15.5,0.0,0.0,3.5
한화,-1.0,-4.0,-17.0,-3.5,-1.5,-7.0,-19.0,-3.5,-3.5,0.0
