Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,7.5,0.5,-4.0,-2.0,0.5,-1.5
OB,-7.5,0.0,-7.0,-11.5,-9.5,-7.0,-9.0
롯데,-0.5,7.0,0.0,-4.5,-2.5,0.0,-2.0
빙그레,4.0,11.5,4.5,0.0,2.0,4.5,2.5
삼성,2.0,9.5,2.5,-2.0,0.0,2.5,0.5
태평양,-0.5,7.0,0.0,-4.5,-2.5,0.0,-2.0
해태,1.5,9.0,2.0,-2.5,-0.5,2.0,0.0
