Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,6.0,3.0,16.0,11.0,9.5,0.0,12.5
LG,-6.0,0.0,-3.0,10.0,5.0,3.5,-6.0,6.5
SK,-3.0,3.0,0.0,13.0,8.0,6.5,-3.0,9.5
넥센,-16.0,-10.0,-13.0,0.0,-5.0,-6.5,-16.0,-3.5
두산,-11.0,-5.0,-8.0,5.0,0.0,-1.5,-11.0,1.5
롯데,-9.5,-3.5,-6.5,6.5,1.5,0.0,-9.5,3.0
삼성,0.0,6.0,3.0,16.0,11.0,9.5,0.0,12.5
한화,-12.5,-6.5,-9.5,3.5,-1.5,-3.0,-12.5,0.0
