Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,4.0,7.0,12.0,24.5,17.0,13.5,8.5
OB,-4.0,0.0,3.0,8.0,20.5,13.0,9.5,4.5
롯데,-7.0,-3.0,0.0,5.0,17.5,10.0,6.5,1.5
삼성,-12.0,-8.0,-5.0,0.0,12.5,5.0,1.5,-3.5
쌍방울,-24.5,-20.5,-17.5,-12.5,0.0,-7.5,-11.0,-16.0
태평양,-17.0,-13.0,-10.0,-5.0,7.5,0.0,-3.5,-8.5
한화,-13.5,-9.5,-6.5,-1.5,11.0,3.5,0.0,-5.0
해태,-8.5,-4.5,-1.5,3.5,16.0,8.5,5.0,0.0
