Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,1.5,-14.0,4.5,-5.5,0.0,-1.5,7.0
LG,-1.5,0.0,-15.5,3.0,-7.0,-1.5,-3.0,5.5
SK,14.0,15.5,0.0,18.5,8.5,14.0,12.5,21.0
넥센,-4.5,-3.0,-18.5,0.0,-10.0,-4.5,-6.0,2.5
두산,5.5,7.0,-8.5,10.0,0.0,5.5,4.0,12.5
롯데,0.0,1.5,-14.0,4.5,-5.5,0.0,-1.5,7.0
삼성,1.5,3.0,-12.5,6.0,-4.0,1.5,0.0,8.5
한화,-7.0,-5.5,-21.0,-2.5,-12.5,-7.0,-8.5,0.0
