Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,20.0,-11.0,0.5,-5.5,7.5,6.0,-12.5
SK,-20.0,0.0,-31.0,-19.5,-25.5,-12.5,-14.0,-32.5
두산,11.0,31.0,0.0,11.5,5.5,18.5,17.0,-1.5
롯데,-0.5,19.5,-11.5,0.0,-6.0,7.0,5.5,-13.0
삼성,5.5,25.5,-5.5,6.0,0.0,13.0,11.5,-7.0
한화,-7.5,12.5,-18.5,-7.0,-13.0,0.0,-1.5,-20.0
해태,-6.0,14.0,-17.0,-5.5,-11.5,1.5,0.0,-18.5
현대,12.5,32.5,1.5,13.0,7.0,20.0,18.5,0.0
