Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,10.0,12.5,5.0,23.0,2.5,15.5,8.5
LG,-10.0,0.0,2.5,-5.0,13.0,-7.5,5.5,-1.5
SK,-12.5,-2.5,0.0,-7.5,10.5,-10.0,3.0,-4.0
두산,-5.0,5.0,7.5,0.0,18.0,-2.5,10.5,3.5
롯데,-23.0,-13.0,-10.5,-18.0,0.0,-20.5,-7.5,-14.5
삼성,-2.5,7.5,10.0,2.5,20.5,0.0,13.0,6.0
한화,-15.5,-5.5,-3.0,-10.5,7.5,-13.0,0.0,-7.0
현대,-8.5,1.5,4.0,-3.5,14.5,-6.0,7.0,0.0
