Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-3.5,-2.0,14.0,-2.0,-3.0,0.0,-5.0,-1.0
LG,-2.5,0.0,-6.0,-4.5,11.5,-4.5,-5.5,-2.5,-7.5,-3.5
NC,3.5,6.0,0.0,1.5,17.5,1.5,0.5,3.5,-1.5,2.5
SK,2.0,4.5,-1.5,0.0,16.0,0.0,-1.0,2.0,-3.0,1.0
kt,-14.0,-11.5,-17.5,-16.0,0.0,-16.0,-17.0,-14.0,-19.0,-15.0
넥센,2.0,4.5,-1.5,0.0,16.0,0.0,-1.0,2.0,-3.0,1.0
두산,3.0,5.5,-0.5,1.0,17.0,1.0,0.0,3.0,-2.0,2.0
롯데,0.0,2.5,-3.5,-2.0,14.0,-2.0,-3.0,0.0,-5.0,-1.0
삼성,5.0,7.5,1.5,3.0,19.0,3.0,2.0,5.0,0.0,4.0
한화,1.0,3.5,-2.5,-1.0,15.0,-1.0,-2.0,1.0,-4.0,0.0
