Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-8.5,0.0,-6.5,-8.0,-14.0,8.0
LG,-4.0,0.0,-12.5,-4.0,-10.5,-12.0,-18.0,4.0
SK,8.5,12.5,0.0,8.5,2.0,0.5,-5.5,16.5
넥센,0.0,4.0,-8.5,0.0,-6.5,-8.0,-14.0,8.0
두산,6.5,10.5,-2.0,6.5,0.0,-1.5,-7.5,14.5
롯데,8.0,12.0,-0.5,8.0,1.5,0.0,-6.0,16.0
삼성,14.0,18.0,5.5,14.0,7.5,6.0,0.0,22.0
한화,-8.0,-4.0,-16.5,-8.0,-14.5,-16.0,-22.0,0.0
