Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.0,-14.5,-4.5,4.5,-9.0,-17.0,-2.5,3.0,2.0
LG,-3.0,0.0,-17.5,-7.5,1.5,-12.0,-20.0,-5.5,0.0,-1.0
NC,14.5,17.5,0.0,10.0,19.0,5.5,-2.5,12.0,17.5,16.5
SK,4.5,7.5,-10.0,0.0,9.0,-4.5,-12.5,2.0,7.5,6.5
kt,-4.5,-1.5,-19.0,-9.0,0.0,-13.5,-21.5,-7.0,-1.5,-2.5
넥센,9.0,12.0,-5.5,4.5,13.5,0.0,-8.0,6.5,12.0,11.0
두산,17.0,20.0,2.5,12.5,21.5,8.0,0.0,14.5,20.0,19.0
롯데,2.5,5.5,-12.0,-2.0,7.0,-6.5,-14.5,0.0,5.5,4.5
삼성,-3.0,0.0,-17.5,-7.5,1.5,-12.0,-20.0,-5.5,0.0,-1.0
한화,-2.0,1.0,-16.5,-6.5,2.5,-11.0,-19.0,-4.5,1.0,0.0
