Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-14.0,3.5,-3.0,-7.0,-11.0,-5.5,-13.0,13.5
LG,14.0,0.0,17.5,11.0,7.0,3.0,8.5,1.0,27.5
NC,-3.5,-17.5,0.0,-6.5,-10.5,-14.5,-9.0,-16.5,10.0
SK,3.0,-11.0,6.5,0.0,-4.0,-8.0,-2.5,-10.0,16.5
넥센,7.0,-7.0,10.5,4.0,0.0,-4.0,1.5,-6.0,20.5
두산,11.0,-3.0,14.5,8.0,4.0,0.0,5.5,-2.0,24.5
롯데,5.5,-8.5,9.0,2.5,-1.5,-5.5,0.0,-7.5,19.0
삼성,13.0,-1.0,16.5,10.0,6.0,2.0,7.5,0.0,26.5
한화,-13.5,-27.5,-10.0,-16.5,-20.5,-24.5,-19.0,-26.5,0.0
