Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,2.0,14.0,8.0,9.5,-1.0,10.5
LG,-4.0,0.0,-2.0,10.0,4.0,5.5,-5.0,6.5
SK,-2.0,2.0,0.0,12.0,6.0,7.5,-3.0,8.5
넥센,-14.0,-10.0,-12.0,0.0,-6.0,-4.5,-15.0,-3.5
두산,-8.0,-4.0,-6.0,6.0,0.0,1.5,-9.0,2.5
롯데,-9.5,-5.5,-7.5,4.5,-1.5,0.0,-10.5,1.0
삼성,1.0,5.0,3.0,15.0,9.0,10.5,0.0,11.5
한화,-10.5,-6.5,-8.5,3.5,-2.5,-1.0,-11.5,0.0
