Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,4.5,4.5,-5.0,-2.5,-1.0,-3.5
OB,-4.5,0.0,0.0,-9.5,-7.0,-5.5,-8.0
롯데,-4.5,0.0,0.0,-9.5,-7.0,-5.5,-8.0
빙그레,5.0,9.5,9.5,0.0,2.5,4.0,1.5
삼성,2.5,7.0,7.0,-2.5,0.0,1.5,-1.0
태평양,1.0,5.5,5.5,-4.0,-1.5,0.0,-2.5
해태,3.5,8.0,8.0,-1.5,1.0,2.5,0.0
