Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-8.0,-3.5,2.5,-4.0,-13.0,-1.5,-1.5,5.0
LG,2.0,0.0,-6.0,-1.5,4.5,-2.0,-11.0,0.5,0.5,7.0
NC,8.0,6.0,0.0,4.5,10.5,4.0,-5.0,6.5,6.5,13.0
SK,3.5,1.5,-4.5,0.0,6.0,-0.5,-9.5,2.0,2.0,8.5
kt,-2.5,-4.5,-10.5,-6.0,0.0,-6.5,-15.5,-4.0,-4.0,2.5
넥센,4.0,2.0,-4.0,0.5,6.5,0.0,-9.0,2.5,2.5,9.0
두산,13.0,11.0,5.0,9.5,15.5,9.0,0.0,11.5,11.5,18.0
롯데,1.5,-0.5,-6.5,-2.0,4.0,-2.5,-11.5,0.0,0.0,6.5
삼성,1.5,-0.5,-6.5,-2.0,4.0,-2.5,-11.5,0.0,0.0,6.5
한화,-5.0,-7.0,-13.0,-8.5,-2.5,-9.0,-18.0,-6.5,-6.5,0.0
