Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,21.0,13.5,-3.0,-3.0,6.0,2.5
OB,-21.0,0.0,-7.5,-24.0,-24.0,-15.0,-18.5
롯데,-13.5,7.5,0.0,-16.5,-16.5,-7.5,-11.0
빙그레,3.0,24.0,16.5,0.0,0.0,9.0,5.5
삼성,3.0,24.0,16.5,0.0,0.0,9.0,5.5
태평양,-6.0,15.0,7.5,-9.0,-9.0,0.0,-3.5
해태,-2.5,18.5,11.0,-5.5,-5.5,3.5,0.0
