Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,2.0,5.0,-7.0,-1.5,-2.0,1.5,-13.5
OB,-2.0,0.0,3.0,-9.0,-3.5,-4.0,-0.5,-15.5
롯데,-5.0,-3.0,0.0,-12.0,-6.5,-7.0,-3.5,-18.5
삼성,7.0,9.0,12.0,0.0,5.5,5.0,8.5,-6.5
쌍방울,1.5,3.5,6.5,-5.5,0.0,-0.5,3.0,-12.0
한화,2.0,4.0,7.0,-5.0,0.5,0.0,3.5,-11.5
해태,-1.5,0.5,3.5,-8.5,-3.0,-3.5,0.0,-15.0
현대,13.5,15.5,18.5,6.5,12.0,11.5,15.0,0.0
