Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,1.0,5.0,9.5,18.0,13.0,8.5,9.0
OB,-1.0,0.0,4.0,8.5,17.0,12.0,7.5,8.0
롯데,-5.0,-4.0,0.0,4.5,13.0,8.0,3.5,4.0
삼성,-9.5,-8.5,-4.5,0.0,8.5,3.5,-1.0,-0.5
쌍방울,-18.0,-17.0,-13.0,-8.5,0.0,-5.0,-9.5,-9.0
태평양,-13.0,-12.0,-8.0,-3.5,5.0,0.0,-4.5,-4.0
한화,-8.5,-7.5,-3.5,1.0,9.5,4.5,0.0,0.5
해태,-9.0,-8.0,-4.0,0.5,9.0,4.0,-0.5,0.0
