Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-4.0,-6.0,0.0,16.5,5.0,3.5,0.0
두산,4.0,0.0,-2.0,4.0,20.5,9.0,7.5,4.0
롯데,6.0,2.0,0.0,6.0,22.5,11.0,9.5,6.0
삼성,0.0,-4.0,-6.0,0.0,16.5,5.0,3.5,0.0
쌍방울,-16.5,-20.5,-22.5,-16.5,0.0,-11.5,-13.0,-16.5
한화,-5.0,-9.0,-11.0,-5.0,11.5,0.0,-1.5,-5.0
해태,-3.5,-7.5,-9.5,-3.5,13.0,1.5,0.0,-3.5
현대,0.0,-4.0,-6.0,0.0,16.5,5.0,3.5,0.0
