Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-9.0,-2.5,-17.5,-8.5,-9.0,-17.5
OB,9.0,0.0,6.5,-8.5,0.5,0.0,-8.5
롯데,2.5,-6.5,0.0,-15.0,-6.0,-6.5,-15.0
빙그레,17.5,8.5,15.0,0.0,9.0,8.5,0.0
삼성,8.5,-0.5,6.0,-9.0,0.0,-0.5,-9.0
태평양,9.0,0.0,6.5,-8.5,0.5,0.0,-8.5
해태,17.5,8.5,15.0,0.0,9.0,8.5,0.0
