Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,5.5,-9.0,0.0,17.0,-5.5,-7.0,4.0,-12.0,-2.0
LG,-5.5,0.0,-14.5,-5.5,11.5,-11.0,-12.5,-1.5,-17.5,-7.5
NC,9.0,14.5,0.0,9.0,26.0,3.5,2.0,13.0,-3.0,7.0
SK,0.0,5.5,-9.0,0.0,17.0,-5.5,-7.0,4.0,-12.0,-2.0
kt,-17.0,-11.5,-26.0,-17.0,0.0,-22.5,-24.0,-13.0,-29.0,-19.0
넥센,5.5,11.0,-3.5,5.5,22.5,0.0,-1.5,9.5,-6.5,3.5
두산,7.0,12.5,-2.0,7.0,24.0,1.5,0.0,11.0,-5.0,5.0
롯데,-4.0,1.5,-13.0,-4.0,13.0,-9.5,-11.0,0.0,-16.0,-6.0
삼성,12.0,17.5,3.0,12.0,29.0,6.5,5.0,16.0,0.0,10.0
한화,2.0,7.5,-7.0,2.0,19.0,-3.5,-5.0,6.0,-10.0,0.0
