Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-11.5,-0.5,10.5,-8.0,-14.0,2.5,6.0,2.0
LG,0.0,0.0,-11.5,-0.5,10.5,-8.0,-14.0,2.5,6.0,2.0
NC,11.5,11.5,0.0,11.0,22.0,3.5,-2.5,14.0,17.5,13.5
SK,0.5,0.5,-11.0,0.0,11.0,-7.5,-13.5,3.0,6.5,2.5
kt,-10.5,-10.5,-22.0,-11.0,0.0,-18.5,-24.5,-8.0,-4.5,-8.5
넥센,8.0,8.0,-3.5,7.5,18.5,0.0,-6.0,10.5,14.0,10.0
두산,14.0,14.0,2.5,13.5,24.5,6.0,0.0,16.5,20.0,16.0
롯데,-2.5,-2.5,-14.0,-3.0,8.0,-10.5,-16.5,0.0,3.5,-0.5
삼성,-6.0,-6.0,-17.5,-6.5,4.5,-14.0,-20.0,-3.5,0.0,-4.0
한화,-2.0,-2.0,-13.5,-2.5,8.5,-10.0,-16.0,0.5,4.0,0.0
