Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-4.5,1.5,-22.5,-9.5,-11.0,-17.0
OB,4.5,0.0,6.0,-18.0,-5.0,-6.5,-12.5
롯데,-1.5,-6.0,0.0,-24.0,-11.0,-12.5,-18.5
빙그레,22.5,18.0,24.0,0.0,13.0,11.5,5.5
삼성,9.5,5.0,11.0,-13.0,0.0,-1.5,-7.5
태평양,11.0,6.5,12.5,-11.5,1.5,0.0,-6.0
해태,17.0,12.5,18.5,-5.5,7.5,6.0,0.0
