Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-4.0,-7.0,0.0,18.0,4.0,2.5,-1.5
두산,4.0,0.0,-3.0,4.0,22.0,8.0,6.5,2.5
롯데,7.0,3.0,0.0,7.0,25.0,11.0,9.5,5.5
삼성,0.0,-4.0,-7.0,0.0,18.0,4.0,2.5,-1.5
쌍방울,-18.0,-22.0,-25.0,-18.0,0.0,-14.0,-15.5,-19.5
한화,-4.0,-8.0,-11.0,-4.0,14.0,0.0,-1.5,-5.5
해태,-2.5,-6.5,-9.5,-2.5,15.5,1.5,0.0,-4.0
현대,1.5,-2.5,-5.5,1.5,19.5,5.5,4.0,0.0
