Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,16.0,8.0,-1.0,1.5,5.0,3.0
OB,-16.0,0.0,-8.0,-17.0,-14.5,-11.0,-13.0
롯데,-8.0,8.0,0.0,-9.0,-6.5,-3.0,-5.0
빙그레,1.0,17.0,9.0,0.0,2.5,6.0,4.0
삼성,-1.5,14.5,6.5,-2.5,0.0,3.5,1.5
태평양,-5.0,11.0,3.0,-6.0,-3.5,0.0,-2.0
해태,-3.0,13.0,5.0,-4.0,-1.5,2.0,0.0
