Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-9.5,-15.5,-8.0,-23.0,-5.5,-5.0,-25.5,2.0
LG,9.5,0.0,-6.0,1.5,-13.5,4.0,4.5,-16.0,11.5
NC,15.5,6.0,0.0,7.5,-7.5,10.0,10.5,-10.0,17.5
SK,8.0,-1.5,-7.5,0.0,-15.0,2.5,3.0,-17.5,10.0
넥센,23.0,13.5,7.5,15.0,0.0,17.5,18.0,-2.5,25.0
두산,5.5,-4.0,-10.0,-2.5,-17.5,0.0,0.5,-20.0,7.5
롯데,5.0,-4.5,-10.5,-3.0,-18.0,-0.5,0.0,-20.5,7.0
삼성,25.5,16.0,10.0,17.5,2.5,20.0,20.5,0.0,27.5
한화,-2.0,-11.5,-17.5,-10.0,-25.0,-7.5,-7.0,-27.5,0.0
