Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,3.0,-19.0,5.5,-14.0,-4.5,-16.5,8.5
LG,-3.0,0.0,-22.0,2.5,-17.0,-7.5,-19.5,5.5
SK,19.0,22.0,0.0,24.5,5.0,14.5,2.5,27.5
넥센,-5.5,-2.5,-24.5,0.0,-19.5,-10.0,-22.0,3.0
두산,14.0,17.0,-5.0,19.5,0.0,9.5,-2.5,22.5
롯데,4.5,7.5,-14.5,10.0,-9.5,0.0,-12.0,13.0
삼성,16.5,19.5,-2.5,22.0,2.5,12.0,0.0,25.0
한화,-8.5,-5.5,-27.5,-3.0,-22.5,-13.0,-25.0,0.0
