Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,21.5,6.5,9.0,15.0,15.0,32.5,16.5
LG,-21.5,0.0,-15.0,-12.5,-6.5,-6.5,11.0,-5.0
SK,-6.5,15.0,0.0,2.5,8.5,8.5,26.0,10.0
두산,-9.0,12.5,-2.5,0.0,6.0,6.0,23.5,7.5
롯데,-15.0,6.5,-8.5,-6.0,0.0,0.0,17.5,1.5
삼성,-15.0,6.5,-8.5,-6.0,0.0,0.0,17.5,1.5
한화,-32.5,-11.0,-26.0,-23.5,-17.5,-17.5,0.0,-16.0
히어로즈,-16.5,5.0,-10.0,-7.5,-1.5,-1.5,16.0,0.0
