Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,14.5,2.0,-2.0,-2.5,10.5,3.0,-9.5
OB,-14.5,0.0,-12.5,-16.5,-17.0,-4.0,-11.5,-24.0
롯데,-2.0,12.5,0.0,-4.0,-4.5,8.5,1.0,-11.5
빙그레,2.0,16.5,4.0,0.0,-0.5,12.5,5.0,-7.5
삼성,2.5,17.0,4.5,0.5,0.0,13.0,5.5,-7.0
쌍방울,-10.5,4.0,-8.5,-12.5,-13.0,0.0,-7.5,-20.0
태평양,-3.0,11.5,-1.0,-5.0,-5.5,7.5,0.0,-12.5
해태,9.5,24.0,11.5,7.5,7.0,20.0,12.5,0.0
