Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,20.0,13.0,-4.0,-3.0,5.0,2.5
OB,-20.0,0.0,-7.0,-24.0,-23.0,-15.0,-17.5
롯데,-13.0,7.0,0.0,-17.0,-16.0,-8.0,-10.5
빙그레,4.0,24.0,17.0,0.0,1.0,9.0,6.5
삼성,3.0,23.0,16.0,-1.0,0.0,8.0,5.5
태평양,-5.0,15.0,8.0,-9.0,-8.0,0.0,-2.5
해태,-2.5,17.5,10.5,-6.5,-5.5,2.5,0.0
