Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-17.0,-2.0,16.0,-9.5,-10.0,1.5,-18.0,0.0
LG,-4.0,0.0,-21.0,-6.0,12.0,-13.5,-14.0,-2.5,-22.0,-4.0
NC,17.0,21.0,0.0,15.0,33.0,7.5,7.0,18.5,-1.0,17.0
SK,2.0,6.0,-15.0,0.0,18.0,-7.5,-8.0,3.5,-16.0,2.0
kt,-16.0,-12.0,-33.0,-18.0,0.0,-25.5,-26.0,-14.5,-34.0,-16.0
넥센,9.5,13.5,-7.5,7.5,25.5,0.0,-0.5,11.0,-8.5,9.5
두산,10.0,14.0,-7.0,8.0,26.0,0.5,0.0,11.5,-8.0,10.0
롯데,-1.5,2.5,-18.5,-3.5,14.5,-11.0,-11.5,0.0,-19.5,-1.5
삼성,18.0,22.0,1.0,16.0,34.0,8.5,8.0,19.5,0.0,18.0
한화,0.0,4.0,-17.0,-2.0,16.0,-9.5,-10.0,1.5,-18.0,0.0
