Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,5.5,-3.5,-3.0,6.0,7.0,13.5,4.5
LG,-5.5,0.0,-9.0,-8.5,0.5,1.5,8.0,-1.0
SK,3.5,9.0,0.0,0.5,9.5,10.5,17.0,8.0
두산,3.0,8.5,-0.5,0.0,9.0,10.0,16.5,7.5
롯데,-6.0,-0.5,-9.5,-9.0,0.0,1.0,7.5,-1.5
삼성,-7.0,-1.5,-10.5,-10.0,-1.0,0.0,6.5,-2.5
한화,-13.5,-8.0,-17.0,-16.5,-7.5,-6.5,0.0,-9.0
히어로즈,-4.5,1.0,-8.0,-7.5,1.5,2.5,9.0,0.0
