Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,9.5,2.5,-2.0,0.5,1.5,1.0
OB,-9.5,0.0,-7.0,-11.5,-9.0,-8.0,-8.5
롯데,-2.5,7.0,0.0,-4.5,-2.0,-1.0,-1.5
빙그레,2.0,11.5,4.5,0.0,2.5,3.5,3.0
삼성,-0.5,9.0,2.0,-2.5,0.0,1.0,0.5
태평양,-1.5,8.0,1.0,-3.5,-1.0,0.0,-0.5
해태,-1.0,8.5,1.5,-3.0,-0.5,0.5,0.0
