Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.0,-5.0,-5.0,-1.0,-3.5,-6.5,0.0,-1.0,5.0
LG,1.0,0.0,-4.0,-4.0,0.0,-2.5,-5.5,1.0,0.0,6.0
NC,5.0,4.0,0.0,0.0,4.0,1.5,-1.5,5.0,4.0,10.0
SK,5.0,4.0,0.0,0.0,4.0,1.5,-1.5,5.0,4.0,10.0
kt,1.0,0.0,-4.0,-4.0,0.0,-2.5,-5.5,1.0,0.0,6.0
넥센,3.5,2.5,-1.5,-1.5,2.5,0.0,-3.0,3.5,2.5,8.5
두산,6.5,5.5,1.5,1.5,5.5,3.0,0.0,6.5,5.5,11.5
롯데,0.0,-1.0,-5.0,-5.0,-1.0,-3.5,-6.5,0.0,-1.0,5.0
삼성,1.0,0.0,-4.0,-4.0,0.0,-2.5,-5.5,1.0,0.0,6.0
한화,-5.0,-6.0,-10.0,-10.0,-6.0,-8.5,-11.5,-5.0,-6.0,0.0
