Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,-3.5,-6.0,-4.0,4.0,-1.0,2.0,3.5
LG,3.5,0.0,-2.5,-0.5,7.5,2.5,5.5,7.0
SK,6.0,2.5,0.0,2.0,10.0,5.0,8.0,9.5
두산,4.0,0.5,-2.0,0.0,8.0,3.0,6.0,7.5
롯데,-4.0,-7.5,-10.0,-8.0,0.0,-5.0,-2.0,-0.5
삼성,1.0,-2.5,-5.0,-3.0,5.0,0.0,3.0,4.5
한화,-2.0,-5.5,-8.0,-6.0,2.0,-3.0,0.0,1.5
히어로즈,-3.5,-7.0,-9.5,-7.5,0.5,-4.5,-1.5,0.0
