Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-3.5,0.5,-14.0,-7.0,-5.5,-12.0
OB,3.5,0.0,4.0,-10.5,-3.5,-2.0,-8.5
롯데,-0.5,-4.0,0.0,-14.5,-7.5,-6.0,-12.5
빙그레,14.0,10.5,14.5,0.0,7.0,8.5,2.0
삼성,7.0,3.5,7.5,-7.0,0.0,1.5,-5.0
태평양,5.5,2.0,6.0,-8.5,-1.5,0.0,-6.5
해태,12.0,8.5,12.5,-2.0,5.0,6.5,0.0
