Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.5,-6.5,-1.5,15.0,-5.5,-7.0,1.0,-9.0,-4.0
LG,-1.5,0.0,-8.0,-3.0,13.5,-7.0,-8.5,-0.5,-10.5,-5.5
NC,6.5,8.0,0.0,5.0,21.5,1.0,-0.5,7.5,-2.5,2.5
SK,1.5,3.0,-5.0,0.0,16.5,-4.0,-5.5,2.5,-7.5,-2.5
kt,-15.0,-13.5,-21.5,-16.5,0.0,-20.5,-22.0,-14.0,-24.0,-19.0
넥센,5.5,7.0,-1.0,4.0,20.5,0.0,-1.5,6.5,-3.5,1.5
두산,7.0,8.5,0.5,5.5,22.0,1.5,0.0,8.0,-2.0,3.0
롯데,-1.0,0.5,-7.5,-2.5,14.0,-6.5,-8.0,0.0,-10.0,-5.0
삼성,9.0,10.5,2.5,7.5,24.0,3.5,2.0,10.0,0.0,5.0
한화,4.0,5.5,-2.5,2.5,19.0,-1.5,-3.0,5.0,-5.0,0.0
