Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-4.0,-7.0,-12.5,-4.5,-14.5,-9.0,-3.5
LG,4.0,0.0,-3.0,-8.5,-0.5,-10.5,-5.0,0.5
SK,7.0,3.0,0.0,-5.5,2.5,-7.5,-2.0,3.5
두산,12.5,8.5,5.5,0.0,8.0,-2.0,3.5,9.0
롯데,4.5,0.5,-2.5,-8.0,0.0,-10.0,-4.5,1.0
삼성,14.5,10.5,7.5,2.0,10.0,0.0,5.5,11.0
한화,9.0,5.0,2.0,-3.5,4.5,-5.5,0.0,5.5
현대,3.5,-0.5,-3.5,-9.0,-1.0,-11.0,-5.5,0.0
