Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-4.0,-4.0,0.0,-3.5,-6.5,0.0,0.0,6.0
LG,0.0,0.0,-4.0,-4.0,0.0,-3.5,-6.5,0.0,0.0,6.0
NC,4.0,4.0,0.0,0.0,4.0,0.5,-2.5,4.0,4.0,10.0
SK,4.0,4.0,0.0,0.0,4.0,0.5,-2.5,4.0,4.0,10.0
kt,0.0,0.0,-4.0,-4.0,0.0,-3.5,-6.5,0.0,0.0,6.0
넥센,3.5,3.5,-0.5,-0.5,3.5,0.0,-3.0,3.5,3.5,9.5
두산,6.5,6.5,2.5,2.5,6.5,3.0,0.0,6.5,6.5,12.5
롯데,0.0,0.0,-4.0,-4.0,0.0,-3.5,-6.5,0.0,0.0,6.0
삼성,0.0,0.0,-4.0,-4.0,0.0,-3.5,-6.5,0.0,0.0,6.0
한화,-6.0,-6.0,-10.0,-10.0,-6.0,-9.5,-12.5,-6.0,-6.0,0.0
