Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-5.0,-4.0,-11.5,-9.0,-12.0,-3.0,-2.5
LG,5.0,0.0,1.0,-6.5,-4.0,-7.0,2.0,2.5
SK,4.0,-1.0,0.0,-7.5,-5.0,-8.0,1.0,1.5
두산,11.5,6.5,7.5,0.0,2.5,-0.5,8.5,9.0
롯데,9.0,4.0,5.0,-2.5,0.0,-3.0,6.0,6.5
삼성,12.0,7.0,8.0,0.5,3.0,0.0,9.0,9.5
한화,3.0,-2.0,-1.0,-8.5,-6.0,-9.0,0.0,0.5
현대,2.5,-2.5,-1.5,-9.0,-6.5,-9.5,-0.5,0.0
