Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,11.0,-27.0,-15.0,-12.0,-9.0,-7.0,7.0
LG,-11.0,0.0,-38.0,-26.0,-23.0,-20.0,-18.0,-4.0
SK,27.0,38.0,0.0,12.0,15.0,18.0,20.0,34.0
두산,15.0,26.0,-12.0,0.0,3.0,6.0,8.0,22.0
롯데,12.0,23.0,-15.0,-3.0,0.0,3.0,5.0,19.0
삼성,9.0,20.0,-18.0,-6.0,-3.0,0.0,2.0,16.0
한화,7.0,18.0,-20.0,-8.0,-5.0,-2.0,0.0,14.0
히어로즈,-7.0,4.0,-34.0,-22.0,-19.0,-16.0,-14.0,0.0
