Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-9.0,6.5,1.5,-7.5,-6.0,-4.0,-13.0,15.5
LG,9.0,0.0,15.5,10.5,1.5,3.0,5.0,-4.0,24.5
NC,-6.5,-15.5,0.0,-5.0,-14.0,-12.5,-10.5,-19.5,9.0
SK,-1.5,-10.5,5.0,0.0,-9.0,-7.5,-5.5,-14.5,14.0
넥센,7.5,-1.5,14.0,9.0,0.0,1.5,3.5,-5.5,23.0
두산,6.0,-3.0,12.5,7.5,-1.5,0.0,2.0,-7.0,21.5
롯데,4.0,-5.0,10.5,5.5,-3.5,-2.0,0.0,-9.0,19.5
삼성,13.0,4.0,19.5,14.5,5.5,7.0,9.0,0.0,28.5
한화,-15.5,-24.5,-9.0,-14.0,-23.0,-21.5,-19.5,-28.5,0.0
