Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.0,-12.5,-4.5,3.5,-7.0,-18.0,-0.5,2.5,3.0
LG,-2.0,0.0,-14.5,-6.5,1.5,-9.0,-20.0,-2.5,0.5,1.0
NC,12.5,14.5,0.0,8.0,16.0,5.5,-5.5,12.0,15.0,15.5
SK,4.5,6.5,-8.0,0.0,8.0,-2.5,-13.5,4.0,7.0,7.5
kt,-3.5,-1.5,-16.0,-8.0,0.0,-10.5,-21.5,-4.0,-1.0,-0.5
넥센,7.0,9.0,-5.5,2.5,10.5,0.0,-11.0,6.5,9.5,10.0
두산,18.0,20.0,5.5,13.5,21.5,11.0,0.0,17.5,20.5,21.0
롯데,0.5,2.5,-12.0,-4.0,4.0,-6.5,-17.5,0.0,3.0,3.5
삼성,-2.5,-0.5,-15.0,-7.0,1.0,-9.5,-20.5,-3.0,0.0,0.5
한화,-3.0,-1.0,-15.5,-7.5,0.5,-10.0,-21.0,-3.5,-0.5,0.0
