Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-13.0,3.0,-5.0,-9.0,-9.0,-6.5,-14.0,15.5
LG,13.0,0.0,16.0,8.0,4.0,4.0,6.5,-1.0,28.5
NC,-3.0,-16.0,0.0,-8.0,-12.0,-12.0,-9.5,-17.0,12.5
SK,5.0,-8.0,8.0,0.0,-4.0,-4.0,-1.5,-9.0,20.5
넥센,9.0,-4.0,12.0,4.0,0.0,0.0,2.5,-5.0,24.5
두산,9.0,-4.0,12.0,4.0,0.0,0.0,2.5,-5.0,24.5
롯데,6.5,-6.5,9.5,1.5,-2.5,-2.5,0.0,-7.5,22.0
삼성,14.0,1.0,17.0,9.0,5.0,5.0,7.5,0.0,29.5
한화,-15.5,-28.5,-12.5,-20.5,-24.5,-24.5,-22.0,-29.5,0.0
