Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-4.5,0.5,-22.5,-9.5,-11.0,-18.0
OB,4.5,0.0,5.0,-18.0,-5.0,-6.5,-13.5
롯데,-0.5,-5.0,0.0,-23.0,-10.0,-11.5,-18.5
빙그레,22.5,18.0,23.0,0.0,13.0,11.5,4.5
삼성,9.5,5.0,10.0,-13.0,0.0,-1.5,-8.5
태평양,11.0,6.5,11.5,-11.5,1.5,0.0,-7.0
해태,18.0,13.5,18.5,-4.5,8.5,7.0,0.0
