Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,8.0,-2.5,-2.5,8.5,7.5,11.0,7.0
LG,-8.0,0.0,-10.5,-10.5,0.5,-0.5,3.0,-1.0
SK,2.5,10.5,0.0,0.0,11.0,10.0,13.5,9.5
두산,2.5,10.5,0.0,0.0,11.0,10.0,13.5,9.5
롯데,-8.5,-0.5,-11.0,-11.0,0.0,-1.0,2.5,-1.5
삼성,-7.5,0.5,-10.0,-10.0,1.0,0.0,3.5,-0.5
한화,-11.0,-3.0,-13.5,-13.5,-2.5,-3.5,0.0,-4.0
히어로즈,-7.0,1.0,-9.5,-9.5,1.5,0.5,4.0,0.0
