Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-16.0,-1.0,13.0,-11.5,-10.0,-1.5,-19.0,1.0
LG,-4.0,0.0,-20.0,-5.0,9.0,-15.5,-14.0,-5.5,-23.0,-3.0
NC,16.0,20.0,0.0,15.0,29.0,4.5,6.0,14.5,-3.0,17.0
SK,1.0,5.0,-15.0,0.0,14.0,-10.5,-9.0,-0.5,-18.0,2.0
kt,-13.0,-9.0,-29.0,-14.0,0.0,-24.5,-23.0,-14.5,-32.0,-12.0
넥센,11.5,15.5,-4.5,10.5,24.5,0.0,1.5,10.0,-7.5,12.5
두산,10.0,14.0,-6.0,9.0,23.0,-1.5,0.0,8.5,-9.0,11.0
롯데,1.5,5.5,-14.5,0.5,14.5,-10.0,-8.5,0.0,-17.5,2.5
삼성,19.0,23.0,3.0,18.0,32.0,7.5,9.0,17.5,0.0,20.0
한화,-1.0,3.0,-17.0,-2.0,12.0,-12.5,-11.0,-2.5,-20.0,0.0
