Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-4.5,-2.0,14.0,-1.0,-4.0,-1.0,-5.0,0.0
LG,-3.5,0.0,-8.0,-5.5,10.5,-4.5,-7.5,-4.5,-8.5,-3.5
NC,4.5,8.0,0.0,2.5,18.5,3.5,0.5,3.5,-0.5,4.5
SK,2.0,5.5,-2.5,0.0,16.0,1.0,-2.0,1.0,-3.0,2.0
kt,-14.0,-10.5,-18.5,-16.0,0.0,-15.0,-18.0,-15.0,-19.0,-14.0
넥센,1.0,4.5,-3.5,-1.0,15.0,0.0,-3.0,0.0,-4.0,1.0
두산,4.0,7.5,-0.5,2.0,18.0,3.0,0.0,3.0,-1.0,4.0
롯데,1.0,4.5,-3.5,-1.0,15.0,0.0,-3.0,0.0,-4.0,1.0
삼성,5.0,8.5,0.5,3.0,19.0,4.0,1.0,4.0,0.0,5.0
한화,0.0,3.5,-4.5,-2.0,14.0,-1.0,-4.0,-1.0,-5.0,0.0
