Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,9.5,17.5,1.0,1.5,15.0,-3.5,14.0
OB,-9.5,0.0,8.0,-8.5,-8.0,5.5,-13.0,4.5
롯데,-17.5,-8.0,0.0,-16.5,-16.0,-2.5,-21.0,-3.5
삼성,-1.0,8.5,16.5,0.0,0.5,14.0,-4.5,13.0
쌍방울,-1.5,8.0,16.0,-0.5,0.0,13.5,-5.0,12.5
한화,-15.0,-5.5,2.5,-14.0,-13.5,0.0,-18.5,-1.0
해태,3.5,13.0,21.0,4.5,5.0,18.5,0.0,17.5
현대,-14.0,-4.5,3.5,-13.0,-12.5,1.0,-17.5,0.0
