Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,11.5,-4.5,3.5,-1.5,7.5,6.0,-9.5
SK,-11.5,0.0,-16.0,-8.0,-13.0,-4.0,-5.5,-21.0
두산,4.5,16.0,0.0,8.0,3.0,12.0,10.5,-5.0
롯데,-3.5,8.0,-8.0,0.0,-5.0,4.0,2.5,-13.0
삼성,1.5,13.0,-3.0,5.0,0.0,9.0,7.5,-8.0
한화,-7.5,4.0,-12.0,-4.0,-9.0,0.0,-1.5,-17.0
해태,-6.0,5.5,-10.5,-2.5,-7.5,1.5,0.0,-15.5
현대,9.5,21.0,5.0,13.0,8.0,17.0,15.5,0.0
