Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-0.5,-6.0,14.5,7.5,-4.5,2.0,-5.0
LG,0.5,0.0,-5.5,15.0,8.0,-4.0,2.5,-4.5
SK,6.0,5.5,0.0,20.5,13.5,1.5,8.0,1.0
두산,-14.5,-15.0,-20.5,0.0,-7.0,-19.0,-12.5,-19.5
롯데,-7.5,-8.0,-13.5,7.0,0.0,-12.0,-5.5,-12.5
삼성,4.5,4.0,-1.5,19.0,12.0,0.0,6.5,-0.5
한화,-2.0,-2.5,-8.0,12.5,5.5,-6.5,0.0,-7.0
현대,5.0,4.5,-1.0,19.5,12.5,0.5,7.0,0.0
