Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-4.0,-22.5,-22.0,-9.0,-25.5,-15.0,-5.0
LG,4.0,0.0,-18.5,-18.0,-5.0,-21.5,-11.0,-1.0
SK,22.5,18.5,0.0,0.5,13.5,-3.0,7.5,17.5
두산,22.0,18.0,-0.5,0.0,13.0,-3.5,7.0,17.0
롯데,9.0,5.0,-13.5,-13.0,0.0,-16.5,-6.0,4.0
삼성,25.5,21.5,3.0,3.5,16.5,0.0,10.5,20.5
한화,15.0,11.0,-7.5,-7.0,6.0,-10.5,0.0,10.0
현대,5.0,1.0,-17.5,-17.0,-4.0,-20.5,-10.0,0.0
